fighter_name,Height,Weight,Reach,Stance,DOB,year
Bojan Velickovic,182.88,77.11064,193.04,Southpaw,"Dec 18, 1988",1988.0
Booker DeRousse,187.96,92.98636,,,"Mar 23, 1981",1981.0
Boston Salmon,175.26,61.23492,175.26,Southpaw,"Nov 20, 1990",1990.0
Brad Blackburn,177.8,77.11064,185.42000000000002,Orthodox,"May 25, 1977",1977.0
Brad Gumm,180.34,77.11064,,Orthodox,,
Brad Imes,200.66,120.20188,,Orthodox,"Mar 13, 1977",1977.0
Brad Katona,167.64000000000001,61.23492,162.56,Orthodox,"Dec 19, 1991",1991.0
Brad Kohler,175.26,99.79024,,Orthodox,"May 26, 1964",1964.0
Brad Mitchell,180.34,65.77083999999999,,,"Oct 10, 1974",1974.0
Brad Morris,187.96,92.98636,,Orthodox,"Nov 01, 1979",1979.0
Brad Pickett,167.64000000000001,61.23492,172.72,Orthodox,"Sep 24, 1978",1978.0
Brad Royster,,61.23492,,,,
Brad Tavares,185.42,83.91452,187.96,Orthodox,"Dec 21, 1987",1987.0
Bradley Scott,185.42,77.11064,193.04,,"Jun 24, 1989",1989.0
Brady Fink,182.88,83.007336,,Orthodox,,
Branden Lee Hinkle,190.5,106.59412,,Orthodox,"Jul 29, 1973",1973.0
Brandon Cash,195.57999999999998,115.66596,,Orthodox,,
Brandon Davis,177.8,61.23492,182.88,Orthodox,"May 08, 1990",1990.0
Brandon Foxworth,180.34,65.77083999999999,,Orthodox,"Apr 28, 1979",1979.0
Brandon Gaines,190.5,83.91452,,,,
Brandon Girtz,170.18,70.30676,,,"Mar 06, 1985",1985.0
Brandon Halsey,182.88,83.91452,,,"Sep 16, 1986",1986.0
Brandon Hester,185.42,92.98636,,,,
Brandon Lowe,,70.30676,,,,
Brandon Magana,,77.11064,,Orthodox,,
Brandon Melendez,180.34,70.30676,,Southpaw,"Mar 24, 1983",1983.0
Brandon Michaels,175.26,83.91452,,,,
Brandon Moreno,170.18,56.699,177.8,Orthodox,"Dec 07, 1993",1993.0
Brandon Polcare,,56.699,,,,
Brandon Saling,177.8,77.11064,,,"Jan 28, 1986",1986.0
Brandon Sene,180.34,92.98636,,,"May 21, 1981",1981.0
Brandon Shuey,170.18,70.30676,,Orthodox,"Feb 01, 1976",1976.0
Brandon Thatch,187.96,77.11064,187.96,Switch,"Jul 11, 1985",1985.0
Brandon Vera,190.5,104.32616,193.04,Orthodox,"Oct 10, 1977",1977.0
Brandon Visher,167.64000000000001,61.23492,172.72,Orthodox,"May 06, 1984",1984.0
Brandon Wolff,175.26,77.11064,,Orthodox,"Oct 18, 1975",1975.0
Branko Cikatic,185.42,97.52228,,Orthodox,"Oct 03, 1954",1954.0
Brendan Allen,187.96,83.91452,,,,
Brendan Loughnane,177.8,65.77083999999999,177.8,Switch,"Dec 05, 1989",1989.0
Brendan O'Reilly,170.18,77.11064,175.26,Orthodox,"Jun 24, 1987",1987.0
Brendan Schaub,193.04,111.13004,198.12,Orthodox,"Mar 18, 1983",1983.0
Brendan Seguin,182.88,83.91452,,,"Jul 03, 1976",1976.0
Brennan Ward,177.8,77.11064,,,"Jun 28, 1988",1988.0
Brent Primus,177.8,70.30676,,,"Apr 12, 1985",1985.0
Bret Bergmark,175.26,77.11064,,,"Nov 24, 1973",1973.0
Brett Albee,,102.0582,,,,
Brett Cooper,182.88,77.11064,,Orthodox,"Jul 02, 1987",1987.0
Brett Johns,170.18,61.23492,180.34,Orthodox,"Feb 21, 1992",1992.0
Brett Rogers,195.57999999999998,120.20188,205.74,Orthodox,"Feb 17, 1981",1981.0
Brett Tillis,,65.77083999999999,,,,
Brian Bowles,170.18,61.23492,177.8,Orthodox,"Jun 22, 1980",1980.0
Brian Camozzi,187.96,77.11064,198.12,Orthodox,"Jun 24, 1991",1991.0
Brian Cobb,180.34,70.30676,,Orthodox,,
Brian Davidson,167.64000000000001,65.77083999999999,,,,
Brian Ebersole,182.88,77.11064,185.42000000000002,Southpaw,"Nov 27, 1980",1980.0
Brian Foster,175.26,77.11064,180.34,Orthodox,"Apr 03, 1984",1984.0
Brian Gassaway,185.42,77.11064,,Orthodox,"Aug 07, 1972",1972.0
Brian Geraghty,170.18,70.30676,,Orthodox,"Nov 04, 1980",1980.0
Brian Houston,187.96,83.91452,198.12,Orthodox,"Apr 26, 1981",1981.0
Brian Johnston,190.5,104.32616,,Orthodox,,
Brian Kelleher,167.64000000000001,61.23492,167.64000000000001,Switch,"Aug 19, 1986",1986.0
Brian Lo-A-Njoe,170.18,70.30676,,Orthodox,,
Brian McLaughlin,175.26,70.30676,,,"May 12, 1984",1984.0
Brian Melancon,172.72,77.11064,182.88,Orthodox,"May 28, 1982",1982.0
Brian Ortega,172.72,65.77083999999999,175.26,Switch,"Feb 21, 1991",1991.0
Brian Rogers,180.34,83.91452,,,"Feb 15, 1984",1984.0
Brian Schwartz,190.5,77.11064,,Orthodox,,
Brian Sleeman,172.72,83.91452,,,,
Brian Stann,185.42,92.98636,187.96,Orthodox,"Sep 24, 1980",1980.0
Brian Warren,182.88,83.91452,,Orthodox,,
Brianna Van Buren,149.86,52.16308,,,"Aug 04, 1993",1993.0
Bristol Marunde,185.42,77.11064,180.34,Orthodox,"Apr 20, 1982",1982.0
Brock Jardine,180.34,77.11064,185.42000000000002,Orthodox,"Jul 10, 1985",1985.0
Brock Larson,180.34,77.11064,180.34,Southpaw,"Aug 23, 1977",1977.0
Brock Lesnar,190.5,120.20188,205.74,Orthodox,"Jul 12, 1977",1977.0
Brodie Farber,185.42,77.11064,,Orthodox,"Jul 05, 1980",1980.0
Brok Weaver,182.88,77.11064,185.42000000000002,Southpaw,"Dec 05, 1991",1991.0
Bronson Mohika,,61.23492,,,,
Brooke Mayo,170.18,56.699,,,,
Bruno Assis,187.96,83.91452,,Orthodox,"May 23, 1992",1992.0
Bruno Carvalho,172.72,69.853168,,,"Jun 07, 1982",1982.0
Bruno Korea,167.64000000000001,61.23492,165.1,,"Jun 28, 1991",1991.0
Bruno Santos,175.26,83.91452,175.26,Orthodox,"Jul 17, 1987",1987.0
Bruno Silva,182.88,83.91452,,,"Jul 13, 1989",1989.0
Bryan Baker,190.5,83.91452,,Orthodox,"Oct 13, 1985",1985.0
Bryan Barberena,182.88,77.11064,182.88,Southpaw,"May 03, 1989",1989.0
Bryan Caraway,172.72,61.23492,172.72,Orthodox,"Aug 04, 1984",1984.0
Bryan Humes,,120.20188,,,,
Bryan Pardoe,185.42,92.98636,,Orthodox,,
Bryan Travers,,70.30676,,,"Apr 11, 1983",1983.0
Bryan Vetell,190.5,120.20188,,Southpaw,"Jul 26, 1977",1977.0
Bryanna Fissori,162.56,65.77083999999999,,,,
Bryce Mejia,185.42,77.11064,,,,
Bryce Mitchell,177.8,65.77083999999999,,Southpaw,"Oct 04, 1994",1994.0
Bryson Kamaka,180.34,77.11064,,Orthodox,,
Bu-Kyung Jung,170.18,69.853168,,Orthodox,"May 26, 1978",1978.0
Bubba Bush,182.88,83.91452,185.42000000000002,Orthodox,"Jul 24, 1985",1985.0
Bubba Jenkins,170.18,65.77083999999999,,,"Feb 05, 1988",1988.0
Bubba McDaniel,190.5,83.91452,190.5,Southpaw,"May 03, 1983",1983.0
Bubba Pugh,177.8,83.91452,,,,
Buck Meredith,187.96,83.91452,,,"May 17, 1982",1982.0
Buddy Roberts,187.96,83.91452,,Orthodox,"Oct 17, 1982",1982.0
Byron Bloodworth,172.72,61.23492,175.26,Orthodox,"Aug 16, 1983",1983.0
CB Dollaway,187.96,83.91452,193.04,Orthodox,"Aug 10, 1983",1983.0
CJ Fernandes,187.96,77.11064,,,"Nov 13, 1977",1977.0
CJ Hamilton,170.18,56.699,172.72,Switch,"Oct 07, 1986",1986.0
CJ Keith,182.88,70.30676,,Orthodox,"Aug 09, 1986",1986.0
CJ Marsh,,,,,,
CM Punk,185.42,77.11064,185.42000000000002,Orthodox,"Oct 26, 1978",1978.0
Cain Carrizosa,172.72,70.30676,187.96,Orthodox,"Jul 22, 1986",1986.0
Cain Velasquez,185.42,108.86207999999999,195.58,Orthodox,"Jul 28, 1982",1982.0
Caio Magalhaes,185.42,83.91452,185.42000000000002,Orthodox,"Dec 14, 1987",1987.0
Cal Worsham,180.34,104.32616,,Orthodox,,
Cale Yarbrough,185.42,83.91452,,Orthodox,"Dec 27, 1986",1986.0
Callan Potter,182.88,70.30676,182.88,Orthodox,"Jun 09, 1984",1984.0
Calvin Kattar,180.34,65.77083999999999,182.88,Orthodox,"Mar 26, 1988",1988.0
Cameron Dollar,180.34,70.30676,,Orthodox,"May 12, 1987",1987.0
Cameron Olson,185.42,92.98636,190.5,Orthodox,"Nov 22, 1989",1989.0
Canaan Kawaihae,182.88,65.77083999999999,,Southpaw,"Aug 26, 1997",1997.0
Caol Uno,170.18,70.30676,177.8,Southpaw,"May 08, 1975",1975.0
Carina Damm,162.56,61.23492,,,,
Carl Malenko,180.34,90.7184,,Orthodox,,
Carl Seumanutafa,185.42,115.66596,,Orthodox,,
Carl Toomey,,,,,,
Carla Esparza,154.94,52.16308,160.02,,"Oct 10, 1987",1987.0
Carlo Pedersoli,180.34,77.11064,190.5,Southpaw,"Jun 08, 1993",1993.0
Carlo Prater,180.34,70.30676,182.88,Switch,"Jun 25, 1981",1981.0
Carlos Barreto,193.04,104.32616,,Orthodox,,
Carlos Candelario,172.72,56.699,170.18,Southpaw,"Jun 04, 1991",1991.0
Carlos Condit,187.96,77.11064,190.5,Orthodox,"Apr 26, 1984",1984.0
Carlos Eduardo Rocha,177.8,77.11064,177.8,Orthodox,"Jul 12, 1981",1981.0
Carlos Felipe,182.88,111.13004,,,"Jan 12, 1995",1995.0
Carlos Huachin,162.56,61.23492,170.18,Southpaw,"Jun 04, 1996",1996.0
Carlos Newton,175.26,77.11064,,Orthodox,"Aug 17, 1976",1976.0
Carlos Zevallos,182.88,92.98636,,Orthodox,,
Carls John De Tomas,165.1,56.699,180.34,Southpaw,"Aug 28, 1996",1996.0
Carlton Jones,185.42,102.0582,,Orthodox,,
Carmelo Marrero,182.88,92.98636,185.42000000000002,Orthodox,"Jan 26, 1981",1981.0
Caros Fodor,175.26,70.30676,193.04,Orthodox,"Jan 07, 1984",1984.0
Carter Williams,185.42,120.20188,,Orthodox,,
Casey Huffman,190.5,83.91452,,,,
Casey Kenney,170.18,61.23492,172.72,Southpaw,"Mar 20, 1991",1991.0
Casey Olson,170.18,65.77083999999999,,Orthodox,,
Cat Zingano,167.64000000000001,65.77083999999999,172.72,Southpaw,"Jul 01, 1982",1982.0
Cathal Pendred,185.42,77.11064,190.5,Orthodox,"Sep 02, 1987",1987.0
Cesar Arzamendia,180.34,70.30676,180.34,,"Jan 31, 1991",1991.0
Cesar Gracie,177.8,82.100152,,Orthodox,,
Cesar Marscucci,,,,,,
Cezar Ferreira,185.42,83.91452,198.12,Southpaw,"Feb 15, 1985",1985.0
Chad Cook,187.96,92.98636,,,"Nov 07, 1979",1979.0
Chad Corvin,195.57999999999998,115.66596,,,,
Chad George,167.64000000000001,61.23492,172.72,Southpaw,"Apr 30, 1982",1982.0
Chad Griggs,185.42,92.98636,185.42000000000002,Orthodox,"May 15, 1978",1978.0
Chad Laprise,177.8,77.11064,180.34,Orthodox,"Jul 23, 1986",1986.0
Chad Leonhardt,182.88,77.11064,,,"Feb 19, 1980",1980.0
Chad Mendes,167.64000000000001,65.77083999999999,167.64000000000001,Orthodox,"May 01, 1985",1985.0
Chad Reiner,180.34,77.11064,,Orthodox,"Jun 29, 1981",1981.0
Chad Robichaux,162.56,61.23492,,,"Aug 18, 1975",1975.0
Chad Sutton,185.42,83.91452,,,"Aug 07, 1982",1982.0
Chad Vance,182.88,83.91452,,Orthodox,,
Chad W. Saunders,177.8,77.11064,,Orthodox,,
Chael Sonnen,185.42,92.98636,187.96,Southpaw,"Apr 03, 1977",1977.0
Chalid Arrab,180.34,92.98636,,Orthodox,"May 28, 1975",1975.0
Chan Sung Jung,170.18,65.77083999999999,182.88,Orthodox,"Mar 17, 1987",1987.0
Chance Farrar,175.26,65.77083999999999,,Southpaw,"Sep 11, 1975",1975.0
Chance Rencountre,187.96,77.11064,190.5,Southpaw,"Dec 31, 1986",1986.0
Chanmi Jeon,165.1,52.16308,170.18,Orthodox,"Aug 28, 1997",1997.0
Charlene Gellner,157.48000000000002,56.699,,,,
Charles Bennett,172.72,70.30676,,Orthodox,"Nov 23, 1979",1979.0
Charles Byrd,177.8,83.91452,185.42000000000002,Orthodox,"Oct 11, 1983",1983.0
Charles Jourdain,175.26,70.30676,175.26,Switch,"Nov 27, 1995",1995.0
Charles McCarthy,177.8,83.91452,180.34,Orthodox,"Aug 06, 1980",1980.0
Charles McTorry,,,,,,
Charles Oliveira,177.8,70.30676,187.96,Orthodox,"Oct 17, 1989",1989.0
Charles Rosa,175.26,65.77083999999999,175.26,Switch,"Aug 24, 1986",1986.0
Charlie Brenneman,177.8,70.30676,182.88,Orthodox,"Feb 09, 1981",1981.0
Charlie Kohler,175.26,70.30676,,Orthodox,"Jul 16, 1976",1976.0
Charlie Ontiveros,187.96,77.11064,,,"Jul 04, 1991",1991.0
Charlie Valencia,160.02,61.23492,162.56,Orthodox,"Oct 31, 1974",1974.0
Charlie Ward,180.34,77.11064,185.42000000000002,Orthodox,"Dec 17, 1980",1980.0
Charon Spain,175.26,70.30676,,,"Mar 11, 1988",1988.0
Chas Skelly,180.34,65.77083999999999,182.88,Orthodox,"May 11, 1985",1985.0
Chase Beebe,170.18,61.23492,170.18,Orthodox,"Mar 29, 1985",1985.0
Chase Gormley,190.5,120.20188,,Orthodox,,
Chase Hooper,185.42,65.77083999999999,,Southpaw,"Sep 13, 1999",1999.0
Chase Sherman,193.04,113.398,198.12,Orthodox,"Nov 16, 1989",1989.0
Chase Waldon,185.42,83.91452,190.5,Orthodox,"Sep 19, 1986",1986.0
Chatt Lavender,172.72,77.11064,,,"May 24, 1976",1976.0
Che Mills,185.42,77.11064,193.04,Orthodox,"Sep 29, 1982",1982.0
Cheick Kongo,193.04,108.86207999999999,208.28,Orthodox,"May 17, 1975",1975.0
Chel Erwin-Davis,182.88,77.11064,,,,
Cheyden Leialoha,172.72,61.23492,185.42000000000002,Orthodox,"Mar 15, 1994",1994.0
Chibwikem Onyenegecha-Palmer,190.5,83.91452,193.04,Orthodox,"Apr 18, 1994",1994.0
Chico Camus,167.64000000000001,56.699,167.64000000000001,Orthodox,"Jan 26, 1985",1985.0
Chidi Njokuani,190.5,77.11064,,,"Dec 31, 1988",1988.0
Chris Amarante,,83.91452,,,,
Chris Avila,177.8,65.77083999999999,182.88,Orthodox,"Jan 16, 1993",1993.0
Chris Barnhizer,,,,,,
Chris Beal,170.18,56.699,175.26,Orthodox,"Aug 06, 1985",1985.0
Chris Birchler,190.5,92.98636,200.66,Switch,"Jun 05, 1987",1987.0
Chris Bostick,,,,,,
Chris Brennan,172.72,77.11064,,Orthodox,"Oct 12, 1971",1971.0
Chris Brown,,77.11064,,,,
Chris Camozzi,187.96,83.91452,193.04,Orthodox,"Nov 20, 1986",1986.0
Chris Cariaso,160.02,56.699,160.02,Southpaw,"May 27, 1981",1981.0
Chris Clements,177.8,77.11064,177.8,Orthodox,"Feb 09, 1976",1976.0
Chris Coggins,,,,,,
Chris Condo,182.88,151.95332,,Orthodox,,
Chris Cope,182.88,77.11064,182.88,Orthodox,"Mar 05, 1983",1983.0
Chris Culley,,65.77083999999999,,,"Mar 25, 1986",1986.0
Chris Curtis,177.8,77.11064,,Orthodox,"Jul 15, 1987",1987.0
Chris Dempsey,177.8,83.91452,182.88,Orthodox,"Sep 08, 1987",1987.0
Chris Drumm,172.72,65.77083999999999,,,,
Chris Fishgold,172.72,65.77083999999999,172.72,Orthodox,"Jun 06, 1992",1992.0
Chris Gruetzemacher,172.72,70.30676,172.72,Orthodox,"Jun 16, 1986",1986.0
Chris Guillen,182.88,108.86207999999999,,Orthodox,"Dec 09, 1972",1972.0
Chris Gutierrez,175.26,61.23492,175.26,Orthodox,"Apr 22, 1991",1991.0
Chris Haseman,180.34,92.98636,,Orthodox,"Jun 02, 1969",1969.0
Chris Hawk,185.42,92.98636,,,,
Chris Heatherly,175.26,70.30676,172.72,Orthodox,"Nov 24, 1987",1987.0
Chris Herrera,177.8,83.91452,,,,
Chris Holdsworth,180.34,61.23492,180.34,,"Oct 24, 1987",1987.0
Chris Honeycutt,177.8,77.11064,,,"Jul 25, 1988",1988.0
Chris Horodecki,175.26,70.30676,175.26,Orthodox,"Sep 24, 1987",1987.0
Chris Indich,177.8,77.11064,185.42000000000002,,"Apr 22, 1987",1987.0
Chris Inman,,,,,,
Chris Jones,175.26,67.585208,,,"Nov 16, 1981",1981.0
Chris Kelades,170.18,56.699,172.72,Orthodox,"Feb 21, 1981",1981.0
Chris Leben,180.34,83.91452,187.96,Southpaw,"Jul 21, 1980",1980.0
Chris Liguori,175.26,83.91452,,Orthodox,,
Chris Lytle,180.34,77.11064,172.72,Orthodox,"Aug 18, 1974",1974.0
Chris Manuel,175.26,61.23492,,Orthodox,"Jul 21, 1987",1987.0
Chris Mickle,175.26,65.77083999999999,,Orthodox,"Jul 10, 1983",1983.0
Chris Mierzwiak,185.42,83.91452,,,"Feb 14, 1988",1988.0
Chris Price,187.96,83.91452,,Southpaw,"Nov 09, 1982",1982.0
Chris Sanford,180.34,83.91452,,Orthodox,"Mar 12, 1968",1968.0
Chris Saunders,172.72,70.30676,,,"Mar 11, 1986",1986.0
Chris Solomon,180.34,70.30676,,,,
Chris Spang,187.96,77.11064,,Orthodox,"Nov 26, 1987",1987.0
Chris Tickle,175.26,70.30676,,,"Feb 01, 1982",1982.0
Chris Tuchscherer,187.96,117.026736,193.04,Orthodox,"Sep 08, 1975",1975.0
Chris Wade,177.8,70.30676,177.8,Orthodox,"Sep 30, 1987",1987.0
Chris Weidman,187.96,83.91452,198.12,Orthodox,"Jun 17, 1984",1984.0
Chris Wilson,185.42,77.11064,190.5,Orthodox,"Jun 07, 1977",1977.0
Chris Wright,,,,,,
Chris Yee,175.26,83.91452,,,,
Chris de la Rocha,190.5,113.398,203.2,Orthodox,"May 15, 1979",1979.0
Christian Colombo,195.57999999999998,120.20188,203.2,Orthodox,"Jul 01, 1980",1980.0
Christian Lohsen,187.96,70.30676,,,"Jan 24, 1995",1995.0
Christian Morecraft,198.12,117.93392,205.74,Orthodox,"Sep 08, 1986",1986.0
Christian Ocon,172.72,61.23492,175.26,Orthodox,"Feb 05, 1996",1996.0
Christian Uflacker,180.34,77.11064,,,"Aug 04, 1985",1985.0
Christian Wellisch,187.96,106.140528,195.58,Orthodox,"Sep 13, 1975",1975.0
Christina Marks,170.18,56.699,175.26,Orthodox,"Nov 08, 1985",1985.0
Christophe Leninger,182.88,90.7184,,Southpaw,,
Christopher Lopez,177.8,77.11064,,,"Jan 30, 1986",1986.0
Christos Giagos,177.8,70.30676,180.34,Orthodox,"Jan 23, 1990",1990.0
Chuck Grigsby,198.12,92.98636,,Orthodox,,
Chuck Liddell,187.96,92.98636,193.04,Orthodox,"Dec 17, 1969",1969.0
Chuck O'Neil,187.96,77.11064,,,"Sep 22, 1985",1985.0
Cindy Dandois,170.18,61.23492,172.72,Orthodox,"Oct 26, 1984",1984.0
Ciryl Gane,195.57999999999998,120.20188,,,"May 06, 1990",1990.0
Claude Patrick,180.34,77.11064,190.5,Orthodox,"Jun 14, 1980",1980.0
Claudia Gadelha,162.56,52.16308,160.02,Orthodox,"Dec 07, 1988",1988.0
Claudio Mattos,,83.91452,,Orthodox,,
Claudio Puelles,180.34,70.30676,182.88,Southpaw,"Apr 21, 1996",1996.0
Claudio Silva,180.34,77.11064,180.34,Southpaw,"Sep 06, 1982",1982.0
Claudionor Fontinelle,165.1,83.91452,,Orthodox,,
Clay Collard,180.34,65.77083999999999,185.42000000000002,Orthodox,"Mar 10, 1993",1993.0
Clay French,170.18,73.028312,,Southpaw,"Oct 07, 1980",1980.0
Clay Guida,170.18,70.30676,177.8,Orthodox,"Dec 08, 1981",1981.0
Clay Harvison,185.42,77.11064,187.96,,"Sep 25, 1980",1980.0
Clay Mitchell,187.96,83.91452,,,,
Clayton MacFarlane,,77.11064,,,,
Cleber Luciano,167.64000000000001,70.30676,,,,
Clifford Starks,182.88,83.91452,195.58,Orthodox,"Apr 25, 1981",1981.0
Clint Coronel,,70.30676,,,,
Clint Godfrey,167.64000000000001,61.23492,,Southpaw,"Oct 21, 1982",1982.0
Clint Hester,187.96,92.98636,195.58,Orthodox,"Nov 21, 1986",1986.0
Codale Ford,175.26,77.11064,,,"May 13, 1979",1979.0
Cody Canterbury,172.72,70.30676,,,,
Cody Carrillo,177.8,70.30676,,,,
Cody Donovan,190.5,92.98636,187.96,Orthodox,"Feb 20, 1981",1981.0
Cody East,190.5,111.13004,187.96,Orthodox,"Jun 29, 1988",1988.0
Cody Floyd,,,,,"Jul 18, 1988",1988.0
Cody Garbrandt,172.72,61.23492,165.1,Orthodox,"Jul 07, 1991",1991.0
Cody Gibson,177.8,61.23492,180.34,Orthodox,"Sep 11, 1987",1987.0
Cody McKenzie,182.88,70.30676,182.88,Switch,"Dec 16, 1987",1987.0
Cody Pfister,177.8,70.30676,185.42000000000002,Orthodox,"Jul 12, 1990",1990.0
Cody Sons,175.26,92.98636,,,,
Cody Stamann,167.64000000000001,61.23492,162.56,Orthodox,"Nov 09, 1989",1989.0
Colby Covington,180.34,77.11064,182.88,Orthodox,"Feb 22, 1988",1988.0
Cole Escovedo,170.18,61.23492,182.88,Orthodox,"Aug 30, 1981",1981.0
Cole Miller,185.42,65.77083999999999,187.96,Orthodox,"Apr 26, 1984",1984.0
Cole Province,175.26,65.77083999999999,172.72,Orthodox,"Jan 17, 1981",1981.0
Cole Smith,180.34,61.23492,170.18,Orthodox,"Apr 05, 1989",1989.0
Colin Fletcher,187.96,70.30676,198.12,Orthodox,"Jan 08, 1983",1983.0
Colin Robinson,193.04,110.222856,,Orthodox,"Nov 27, 1968",1968.0
Colleen Schneider,,61.23492,,,,
Colley  Bradford,170.18,65.77083999999999,,,,
Collin Hart,185.42,83.91452,193.04,Orthodox,"Oct 12, 1989",1989.0
Coltin Cole,,83.91452,,,"Apr 24, 1989",1989.0
Colton Smith,182.88,70.30676,180.34,Orthodox,"Aug 14, 1987",1987.0
Conor Heun,177.8,70.30676,,Orthodox,"Feb 11, 1979",1979.0
Conor McGregor,175.26,70.30676,187.96,Southpaw,"Jul 14, 1988",1988.0
Corey Anderson,190.5,92.98636,200.66,Orthodox,"Sep 22, 1989",1989.0
Corey Hill,193.04,70.30676,203.2,Orthodox,"Oct 03, 1978",1978.0
Cortez Coleman,185.42,83.91452,,,"Jan 28, 1982",1982.0
Cortney Casey,170.18,52.16308,170.18,Orthodox,"May 05, 1987",1987.0
Cory Devela,152.4,83.91452,,Orthodox,,
Cory Hendricks,190.5,92.98636,,,"May 10, 1988",1988.0
Cory Peterson,210.82,181.4368,,Orthodox,,
Cory Sandhagen,180.34,61.23492,177.8,Switch,"Apr 20, 1992",1992.0
Cory Walmsley,182.88,92.98636,,Orthodox,,
Costas Philippou,180.34,83.91452,185.42000000000002,Orthodox,"Nov 29, 1979",1979.0
Coty Wheeler,167.64000000000001,61.23492,170.18,Orthodox,"Oct 11, 1978",1978.0
Court McGee,180.34,77.11064,190.5,Orthodox,"Dec 12, 1984",1984.0
Courtney Buck,177.8,61.23492,,Orthodox,"Mar 19, 1982",1982.0
Courtney Turner,187.96,77.11064,,,,
Crafton Wallace,182.88,83.91452,,Orthodox,"Nov 10, 1975",1975.0
Craig Oxley,175.26,70.30676,,,"Feb 14, 1973",1973.0
Craig White,187.96,77.11064,193.04,Orthodox,"Jul 01, 1990",1990.0
Craig Zellner,187.96,92.98636,,Orthodox,"Sep 09, 1976",1976.0
Crezio de Souza,,77.11064,,Orthodox,,
Cris Cyborg,172.72,65.77083999999999,172.72,Orthodox,"Jul 09, 1985",1985.0
Cristiano Marcello,175.26,70.30676,182.88,Orthodox,"Dec 03, 1977",1977.0
Cristina Stanciu,160.02,52.16308,162.56,Orthodox,"Mar 29, 1994",1994.0
Crosley Gracie,175.26,86.18248,,Orthodox,"Jul 18, 1979",1979.0
Cub Swanson,172.72,65.77083999999999,177.8,Orthodox,"Nov 02, 1983",1983.0
Cung Le,175.26,83.91452,175.26,Southpaw,"May 25, 1972",1972.0
Curt Warburton,182.88,70.30676,185.42000000000002,Orthodox,,
Curtis Blaydes,193.04,120.20188,203.2,Orthodox,"Feb 18, 1991",1991.0
Curtis Millender,187.96,77.11064,193.04,Orthodox,"Dec 01, 1987",1987.0
Curtis Stout,185.42,83.91452,,Southpaw,"Nov 07, 1973",1973.0
Cynthia Calvillo,162.56,52.16308,162.56,Orthodox,"Jul 13, 1987",1987.0
Cyril Asker,182.88,112.037224,187.96,Orthodox,"Dec 24, 1985",1985.0
Cyrille Diabate,198.12,92.98636,205.74,Southpaw,"Oct 06, 1973",1973.0
Cyrillo Padilha,180.34,70.30676,,,"Jan 23, 1978",1978.0
Da Un Jung,190.5,92.98636,,,"Feb 11, 1988",1988.0
DaMarques Johnson,185.42,77.11064,190.5,Orthodox,"Jun 28, 1982",1982.0
Dae Won Kim,180.34,81.64656,,Orthodox,,
Daichi Abe,180.34,77.11064,180.34,Orthodox,"Nov 27, 1991",1991.0
Daijiro Matsui,175.26,90.7184,,Orthodox,"Dec 05, 1972",1972.0
Daiju Takase,182.88,77.11064,,Southpaw,"Apr 20, 1978",1978.0
Daiki Hata,167.64000000000001,63.049288,,Orthodox,"Aug 24, 1982",1982.0
Daisuke Nakamura,170.18,69.853168,,Orthodox,"Jun 10, 1980",1980.0
Daisuke Sugie,167.64000000000001,72.57472,,Orthodox,,
Dakota Cochrane,172.72,70.30676,,,"May 01, 1986",1986.0
Dalcha Lungiambula,177.8,92.98636,,,,
Dale Hartt,177.8,70.30676,175.26,Orthodox,"Apr 04, 1979",1979.0
Damacio Page,167.64000000000001,61.23492,167.64000000000001,Orthodox,"Sep 30, 1982",1982.0
Damian Grabowski,185.42,109.31567199999999,190.5,Orthodox,"May 12, 1980",1980.0
Damian Stasiak,165.1,61.23492,177.8,Orthodox,"Feb 20, 1990",1990.0
Damien Brown,177.8,70.30676,172.72,Orthodox,"Dec 25, 1984",1984.0
Damien Trites,180.34,74.84268,,,"Aug 23, 1979",1979.0
Damion Douglas,,77.11064,,,,
Damir Hadzovic,175.26,70.30676,177.8,Orthodox,"Aug 08, 1986",1986.0
Damir Ismagulov,177.8,70.30676,,Orthodox,"Feb 03, 1991",1991.0
Damir Mirenic,182.88,83.91452,,Orthodox,"Aug 02, 1974",1974.0
Damon Jackson,180.34,65.77083999999999,180.34,Switch,"Aug 08, 1988",1988.0
Dan Barrera,175.26,77.11064,,Orthodox,"Dec 23, 1980",1980.0
Dan Bobish,187.96,156.48924,,Southpaw,"Jan 26, 1970",1970.0
Dan Charles,187.96,103.418976,,,"Sep 24, 1985",1985.0
Dan Christison,203.2,120.20188,,Orthodox,"Apr 26, 1972",1972.0
Dan Cramer,187.96,77.11064,,Orthodox,"Oct 31, 1985",1985.0
Dan Evensen,190.5,113.398,,Orthodox,"Jun 01, 1974",1974.0
Dan Hardy,182.88,77.11064,187.96,Orthodox,"May 17, 1982",1982.0
Dan Henderson,180.34,83.91452,187.96,Orthodox,"Aug 24, 1970",1970.0
Dan Hooker,182.88,70.30676,190.5,Switch,"Feb 13, 1990",1990.0
Dan Ige,170.18,65.77083999999999,180.34,Orthodox,"Aug 06, 1991",1991.0
Dan Lauzon,177.8,70.30676,,Orthodox,"Mar 30, 1988",1988.0
Dan Miller,185.42,83.91452,187.96,Orthodox,"Jun 30, 1981",1981.0
Dan Moret,182.88,70.30676,185.42000000000002,Southpaw,"Nov 21, 1986",1986.0
